Gene::2157	bioarx::HumGenHumGen:Gene:Gene	Gene::2157.1
Gene::3354	STRING::REACTION::Gene:Gene	Gene::9568
Gene::3488	STRING::REACTION::Gene:Gene	Gene::3912
Gene::6570	Hetionet::GpBP::Gene:Biological Process	Biological Process::GO:0050805
Gene::3159	Hetionet::Gr>G::Gene:Gene	Gene::1788
Anatomy::UBERON:0002046	Hetionet::AeG::Anatomy:Gene	Gene::84079
Gene::2645	Hetionet::GpBP::Gene:Biological Process	Biological Process::GO:0006112
Anatomy::UBERON:0000057	Hetionet::AeG::Anatomy:Gene	Gene::5048
Gene::1387	Hetionet::GiG::Gene:Gene	Gene::4086
Compound::DB08996	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB13953
Anatomy::UBERON:0002349	Hetionet::AeG::Anatomy:Gene	Gene::6879
Gene::23061	Hetionet::Gr>G::Gene:Gene	Gene::6697
Gene::80339	STRING::OTHER::Gene:Gene	Gene::3991
Gene::6628	STRING::BINDING::Gene:Gene	Gene::51362
Anatomy::UBERON:0001017	Hetionet::AeG::Anatomy:Gene	Gene::55054
Gene::5918	Hetionet::Gr>G::Gene:Gene	Gene::3988
Gene::118460	Hetionet::GpBP::Gene:Biological Process	Biological Process::GO:0046649
Compound::DB13406	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB13627
Anatomy::UBERON:0002030	Hetionet::AeG::Anatomy:Gene	Gene::28960
Gene::2783	STRING::BINDING::Gene:Gene	Gene::353164
Compound::DB00018	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB00425
Gene::4604	Hetionet::GpBP::Gene:Biological Process	Biological Process::GO:1903533
Gene::64320	STRING::CATALYSIS::Gene:Gene	Gene::51725
Anatomy::UBERON:0001231	Hetionet::AeG::Anatomy:Gene	Gene::216
Compound::DB08838	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB09076
Compound::DB01363	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB14060
Gene::1495	STRING::BINDING::Gene:Gene	Gene::2241
Gene::25906	STRING::OTHER::Gene:Gene	Gene::5970
Gene::83874	Hetionet::GpBP::Gene:Biological Process	Biological Process::GO:0030162
Gene::12505	GNBR::J::Gene:Disease	Disease::MESH:D007249
Gene::51493	STRING::OTHER::Gene:Gene	Gene::7494
Anatomy::UBERON:0002107	Hetionet::AeG::Anatomy:Gene	Gene::4943
Compound::DB00612	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB01166
Anatomy::UBERON:0001675	Hetionet::AdG::Anatomy:Gene	Gene::6449
Gene::1233	STRING::REACTION::Gene:Gene	Gene::1269
Gene::7334	STRING::REACTION::Gene:Gene	Gene::8139
Compound::DB04920	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB14513
Gene::259292	STRING::REACTION::Gene:Gene	Gene::301
Gene::9022	Hetionet::GpCC::Gene:Cellular Component	Cellular Component::GO:0034707
Anatomy::UBERON:0001893	Hetionet::AeG::Anatomy:Gene	Gene::2018
Gene::994	Hetionet::GpBP::Gene:Biological Process	Biological Process::GO:0007346
Anatomy::UBERON:0002028	Hetionet::AeG::Anatomy:Gene	Gene::9892
Gene::23762	Hetionet::GpBP::Gene:Biological Process	Biological Process::GO:0010876
Gene::10382	STRING::BINDING::Gene:Gene	Gene::112714
Gene::115399	STRING::OTHER::Gene:Gene	Gene::164781
Gene::11037	STRING::CATALYSIS::Gene:Gene	Gene::1212
Gene::4141	bioarx::HumGenHumGen:Gene:Gene	Gene::3320
Compound::DB00590	DRUGBANK::enzyme::Compound:Gene	Gene::1559
Compound::DB00494	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB01192
Compound::DB00988	GNBR::E::Compound:Gene	Gene::207
Gene::2950	Hetionet::GpBP::Gene:Biological Process	Biological Process::GO:0008285
Gene::29911	STRING::OTHER::Gene:Gene	Gene::51143
Gene::7157	GNBR::Rg::Gene:Gene	Gene::9821
Gene::27339	INTACT::ASSOCIATION::Gene:Gene	Gene::6801
Compound::DB00523	Hetionet::CcSE::Compound:Side Effect	Side Effect::C0155169
Gene::23636	STRING::ACTIVATION::Gene:Gene	Gene::348995
Gene::9775	STRING::CATALYSIS::Gene:Gene	Gene::9716
Anatomy::UBERON:0000007	Hetionet::AeG::Anatomy:Gene	Gene::25837
Anatomy::UBERON:0001016	Hetionet::AeG::Anatomy:Gene	Gene::10217
Compound::CHEBI:61292	GNBR::O::Compound:Gene	Gene::101489
Gene::51096	STRING::OTHER::Gene:Gene	Gene::26168
Gene::100885779	GNBR::L::Gene:Disease	Disease::MESH:C538231
Compound::DB04956	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB12612
Gene::5715	Hetionet::GpBP::Gene:Biological Process	Biological Process::GO:0031398
Anatomy::UBERON:0000178	Hetionet::AdG::Anatomy:Gene	Gene::84159
Compound::DB00674	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB08881
Gene::6637	STRING::BINDING::Gene:Gene	Gene::5430
Gene::5079	GNBR::J::Gene:Disease	Disease::MESH:D001847
Compound::DB08881	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB13136
Compound::DB00933	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB13451
Anatomy::UBERON:0002384	Hetionet::AeG::Anatomy:Gene	Gene::81567
Gene::259197	STRING::OTHER::Gene:Gene	Gene::3804
Gene::7471	Hetionet::GpPW::Gene:Pathway	Pathway::PC7_11463
Compound::DB06153	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB09484
Compound::DB09229	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB14500
Anatomy::UBERON:0002369	Hetionet::AdG::Anatomy:Gene	Gene::10788
Anatomy::UBERON:0001235	Hetionet::AeG::Anatomy:Gene	Gene::9686
Gene::5743	GNBR::L::Gene:Disease	Disease::MESH:D012878
Compound::DB00759	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB06734
Gene::5468	Hetionet::GpMF::Gene:Molecular Function	Molecular Function::GO:0004955
Compound::DB00758	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB01296
Anatomy::UBERON:0000057	Hetionet::AdG::Anatomy:Gene	Gene::168433
Gene::7316	STRING::ACTIVATION::Gene:Gene	Gene::57804
Gene::5147	STRING::BINDING::Gene:Gene	Gene::30833
Gene::120065	Hetionet::GpBP::Gene:Biological Process	Biological Process::GO:0007608
Compound::DB00715	Hetionet::CcSE::Compound:Side Effect	Side Effect::C0085631
Gene::5437	STRING::BINDING::Gene:Gene	Gene::57804
Gene::3915	STRING::REACTION::Gene:Gene	Gene::64856
Compound::DB00208	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB01591
Compound::DB09245	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB15197
Gene::91687	Hetionet::GpBP::Gene:Biological Process	Biological Process::GO:0071103
Anatomy::UBERON:0001013	Hetionet::AeG::Anatomy:Gene	Gene::2321
Gene::1306	STRING::REACTION::Gene:Gene	Gene::79709
Gene::4322	DGIDB::INHIBITOR::Gene:Compound	Compound::CHEMBL1200567
Gene::8915	Hetionet::GiG::Gene:Gene	Gene::79092
Gene::11848	GNBR::J::Gene:Disease	Disease::MESH:D003928
Gene::4254	GNBR::J::Gene:Disease	Disease::MESH:D009373
Compound::DB01407	bioarx::DrugHumGen:Compound:Gene	Gene::155
Gene::2784	STRING::BINDING::Gene:Gene	Gene::1907
Gene::139322	STRING::REACTION::Gene:Gene	Gene::1
Gene::54778	STRING::REACTION::Gene:Gene	Gene::23376
Gene::4437	STRING::OTHER::Gene:Gene	Gene::7048
Gene::387103	Hetionet::GpBP::Gene:Biological Process	Biological Process::GO:0043486
Anatomy::UBERON:0001016	Hetionet::AeG::Anatomy:Gene	Gene::9282
Compound::DB01037	Hetionet::CcSE::Compound:Side Effect	Side Effect::C0020903
Compound::DB06695	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB07615
Anatomy::UBERON:0001891	Hetionet::AdG::Anatomy:Gene	Gene::7851
Compound::DB00244	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB00480
Compound::DB00776	Hetionet::CcSE::Compound:Side Effect	Side Effect::C0020651
Gene::51377	STRING::OTHER::Gene:Gene	Gene::8975
Anatomy::UBERON:0000992	Hetionet::AeG::Anatomy:Gene	Gene::9124
Gene::51602	STRING::OTHER::Gene:Gene	Gene::23212
Compound::DB04964	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB14908
Compound::DB00528	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB06176
Compound::DB00246	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB01609
Gene::7040	Hetionet::GpBP::Gene:Biological Process	Biological Process::GO:0009152
Compound::DB01179	Hetionet::CdG::Compound:Gene	Gene::1019
Anatomy::UBERON:0002081	Hetionet::AeG::Anatomy:Gene	Gene::29015
Compound::DB00266	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB00618
Gene::1269	STRING::CATALYSIS::Gene:Gene	Gene::338398
Gene::6165	STRING::CATALYSIS::Gene:Gene	Gene::4116
Gene::222235	STRING::BINDING::Gene:Gene	Gene::7320
Anatomy::UBERON:0000029	Hetionet::AuG::Anatomy:Gene	Gene::55096
Gene::23381	STRING::CATALYSIS::Gene:Gene	Gene::6139
Gene::55110	STRING::BINDING::Gene:Gene	Gene::6194
Gene::10481	Hetionet::Gr>G::Gene:Gene	Gene::404672
Gene::2780	Hetionet::GpMF::Gene:Molecular Function	Molecular Function::GO:0016817
Compound::MESH:C102006	GNBR::T::Compound:Disease	Disease::MESH:D008107
Compound::DB01199	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB04917
Gene::54951	STRING::INHIBITION::Gene:Gene	Gene::9040
Compound::DB02489	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB13775
Compound::DB04865	Hetionet::CdG::Compound:Gene	Gene::47
Compound::DB01005	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB11672
Gene::972	Hetionet::GiG::Gene:Gene	Gene::3115
Gene::26271	STRING::CATALYSIS::Gene:Gene	Gene::5707
Compound::DB00857	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB04868
Compound::DB11455	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB13003
Gene::11314	Hetionet::GpBP::Gene:Biological Process	Biological Process::GO:0022407
Gene::2264	STRING::REACTION::Gene:Gene	Gene::2251
Compound::MESH:C020332	GNBR::T::Compound:Disease	Disease::MESH:D005921
Compound::DB01320	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB08881
Compound::DB12781	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB13223
Gene::259285	STRING::REACTION::Gene:Gene	Gene::7852
Compound::DB08903	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB13451
Anatomy::UBERON:0002371	Hetionet::AuG::Anatomy:Gene	Gene::6732
Anatomy::UBERON:0000029	Hetionet::AeG::Anatomy:Gene	Gene::5571
Gene::79671	Hetionet::GpBP::Gene:Biological Process	Biological Process::GO:0050687
Compound::DB00254	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB13499
Compound::DB00777	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB01403
Gene::4720	STRING::REACTION::Gene:Gene	Gene::4725
Gene::6203	bioarx::HumGenHumGen:Gene:Gene	Gene::6132
Gene::1163	bioarx::HumGenHumGen:Gene:Gene	Gene::3945
Gene::79679	Hetionet::GpBP::Gene:Biological Process	Biological Process::GO:0009306
Compound::DB00291	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB01169
Anatomy::UBERON:0001016	Hetionet::AeG::Anatomy:Gene	Gene::8382
Gene::5871	Hetionet::Gr>G::Gene:Gene	Gene::3930
Compound::DB00909	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB15366
Anatomy::UBERON:0003126	Hetionet::AeG::Anatomy:Gene	Gene::2331
Compound::DB01174	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB08889
Anatomy::UBERON:0001004	Hetionet::AeG::Anatomy:Gene	Gene::2821
Anatomy::UBERON:0000955	Hetionet::AeG::Anatomy:Gene	Gene::5205
Gene::5451	GNBR::Rg::Gene:Gene	Gene::6621
Gene::51514	STRING::OTHER::Gene:Gene	Gene::9493
Anatomy::UBERON:0002367	Hetionet::AeG::Anatomy:Gene	Gene::93100
Gene::55504	Hetionet::Gr>G::Gene:Gene	Gene::3223
Gene::2878	GNBR::Y::Gene:Disease	Disease::MESH:D020246
Compound::DB00194	Hetionet::CcSE::Compound:Side Effect	Side Effect::C0004093
Gene::408	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	Gene::808
Gene::148581	STRING::CATALYSIS::Gene:Gene	Gene::390594
Compound::DB00563	GNBR::K::Compound:Gene	Gene::1649
Anatomy::UBERON:0001017	Hetionet::AeG::Anatomy:Gene	Gene::3274
Compound::MESH:D002241	GNBR::K::Compound:Gene	Gene::3630
Gene::3350	STRING::CATALYSIS::Gene:Gene	Gene::2773
Gene::8823	Hetionet::GpBP::Gene:Biological Process	Biological Process::GO:0007169
Gene::9736	STRING::OTHER::Gene:Gene	Gene::84993
Compound::DB01247	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB13403
Gene::55777	Hetionet::GcG::Gene:Gene	Gene::147040
Compound::DB06152	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB13252
Gene::80196	STRING::REACTION::Gene:Gene	Gene::89910
Gene::4502	GNBR::J::Gene:Disease	Disease::MESH:D007249
Gene::2054	Hetionet::GpMF::Gene:Molecular Function	Molecular Function::GO:0005484
Compound::DB01186	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB13993
Gene::5223	Hetionet::Gr>G::Gene:Gene	Gene::3487
Gene::10138	INTACT::ASSOCIATION::Gene:Gene	Gene::7027
Gene::11116	STRING::BINDING::Gene:Gene	Gene::9793
Gene::92126	STRING::OTHER::Gene:Gene	Gene::84630
Gene::26206	STRING::OTHER::Gene:Gene	Gene::203074
Gene::55122	Hetionet::GpBP::Gene:Biological Process	Biological Process::GO:0000122
Anatomy::UBERON:0000948	Hetionet::AeG::Anatomy:Gene	Gene::25921
Gene::9724	STRING::BINDING::Gene:Gene	Gene::6194
Gene::2348	Hetionet::Gr>G::Gene:Gene	Gene::831
Compound::DB00810	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB14509
Gene::3845	DGIDB::OTHER::Gene:Compound	Compound::DB09073
Gene::6277	STRING::OTHER::Gene:Gene	Gene::1729
Gene::1385	Hetionet::GpBP::Gene:Biological Process	Biological Process::GO:0007632
Anatomy::UBERON:0001675	Hetionet::AeG::Anatomy:Gene	Gene::25977
Gene::10594	INTACT::ASSOCIATION::Gene:Gene	Gene::10421
Gene::1950	Hetionet::GiG::Gene:Gene	Gene::7448
Gene::55621	STRING::OTHER::Gene:Gene	Gene::3735
Gene::64218	Hetionet::GcG::Gene:Gene	Gene::64772
Compound::DB00451	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB01232
Anatomy::UBERON:0002368	Hetionet::AeG::Anatomy:Gene	Gene::301
Gene::378708	STRING::REACTION::Gene:Gene	Gene::1781
Gene::84231	STRING::REACTION::Gene:Gene	Gene::9730
Compound::DB00377	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB09481
Gene::8668	STRING::BINDING::Gene:Gene	Gene::6230
Compound::DB00624	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB00764
Gene::2977	Hetionet::GpBP::Gene:Biological Process	Biological Process::GO:0007596
Gene::19255	GNBR::J::Gene:Disease	Disease::MESH:D015212
Gene::7982	Hetionet::Gr>G::Gene:Gene	Gene::51382
Compound::DB00063	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB09211
Gene::55607	Hetionet::GpCC::Gene:Cellular Component	Cellular Component::GO:0030864
Compound::DB01234	GNBR::E::Compound:Gene	Gene::407024
Gene::126433	STRING::BINDING::Gene:Gene	Gene::140739
Compound::DB00253	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB11041
Anatomy::UBERON:0003126	Hetionet::AeG::Anatomy:Gene	Gene::51375
Gene::9446	STRING::INHIBITION::Gene:Gene	Gene::6775
Compound::DB00289	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB00341
Gene::5527	STRING::REACTION::Gene:Gene	Gene::80776
Gene::317719	INTACT::ASSOCIATION::Gene:Gene	Gene::6642
Gene::11044	Hetionet::GpBP::Gene:Biological Process	Biological Process::GO:0000280
Gene::7054	Hetionet::Gr>G::Gene:Gene	Gene::79187
Compound::DB01062	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB14652
Anatomy::UBERON:0002369	Hetionet::AdG::Anatomy:Gene	Gene::54737
Gene::25865	Hetionet::GpBP::Gene:Biological Process	Biological Process::GO:0051345
Gene::8091	GNBR::G::Gene:Disease	Disease::MESH:C535575
Gene::2167	Hetionet::GpBP::Gene:Biological Process	Biological Process::GO:0010226
Compound::DB00445	bioarx::DrugHumGen:Compound:Gene	Gene::5321
Gene::3485	Hetionet::Gr>G::Gene:Gene	Gene::8658
Gene::1816	STRING::REACTION::Gene:Gene	Gene::2692
Anatomy::UBERON:0001285	Hetionet::AeG::Anatomy:Gene	Gene::847
Gene::23538	Hetionet::GpBP::Gene:Biological Process	Biological Process::GO:0050907
Gene::3755	Hetionet::Gr>G::Gene:Gene	Gene::22841
Compound::DB00731	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB14975
Compound::DB01409	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB11915
Gene::2696	Hetionet::GpPW::Gene:Pathway	Pathway::PC7_7457
Compound::DB00286	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB09215
Compound::DB01219	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB08954
Gene::8019	Hetionet::GpBP::Gene:Biological Process	Biological Process::GO:0051276
Compound::DB00623	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB09190
Gene::3071	Hetionet::GpBP::Gene:Biological Process	Biological Process::GO:0045648
Gene::4351	Hetionet::Gr>G::Gene:Gene	Gene::7296
Gene::64446	STRING::OTHER::Gene:Gene	Gene::54919
Compound::DB00467	DRUGBANK::ddi-interactor-in::Compound:Compound	Compound::DB12877
Gene::572	Hetionet::GpBP::Gene:Biological Process	Biological Process::GO:0009179
Gene::782	Hetionet::GpBP::Gene:Biological Process	Biological Process::GO:0050808
Gene::4713	Hetionet::GpPW::Gene:Pathway	Pathway::PC7_6942
Compound::DB06800	Hetionet::CcSE::Compound:Side Effect	Side Effect::C0332575
